"","uniprot","genesymbol","pathway","pathway_id"
"5805","Q96FX8","PERP","p53 signaling pathway","hsa04115"
"5806","Q9HA38","ZMAT3","p53 signaling pathway","hsa04115"
"5807","P05121","SERPINE1","p53 signaling pathway","hsa04115"
"5808","O14514","ADGRB1","p53 signaling pathway","hsa04115"
"5809","P27701","CD82","p53 signaling pathway","hsa04115"
"5810","P07996","THBS1","p53 signaling pathway","hsa04115"
"5811","P36952","SERPINB5","p53 signaling pathway","hsa04115"
"5812","Q92466","DDB2","p53 signaling pathway","hsa04115"
"5813","Q7LG56","RRM2B","p53 signaling pathway","hsa04115"
"5814","P58005","SESN3","p53 signaling pathway","hsa04115"
"5815","P60484","PTEN","p53 signaling pathway","hsa04115"
"5816","Q99973","TEP1","p53 signaling pathway","hsa04115"
"5817","P49815","TSC2","p53 signaling pathway","hsa04115"
"5818","Q658P3","STEAP3","p53 signaling pathway","hsa04115"
"5819","Q8NHY2","COP1","p53 signaling pathway","hsa04115"
"5820","Q96PM5","RCHY1","p53 signaling pathway","hsa04115"
"5821","P51959","CCNG1","p53 signaling pathway","hsa04115"
"5822","O15297","PPM1D","p53 signaling pathway","hsa04115"
"5823","O15350","TP73","p53 signaling pathway","hsa04115"
"5824","P42574","CASP3","p53 signaling pathway","hsa04115"
"5825","Q9BRQ8","AIFM2","p53 signaling pathway","hsa04115"
"5826","Q9Y2Y8","PRG3","p53 signaling pathway","hsa04115"
"5827","P30304","CDC25A","Cellular senescence","hsa04218"
"5828","Q07352","ZFP36L1","Cellular senescence","hsa04218"
"5829","Q92994","BRF1","Cellular senescence","hsa04218"
"5830","Q13541","EIF4EBP1","Cellular senescence","hsa04218"
"5831","O95644","NFATC1","Cellular senescence","hsa04218"
"5832","O95257","GADD45G","Cellular senescence","hsa04218"
"5833","P42772","CDKN2B","Cellular senescence","hsa04218"
"5834","P38936","CDKN1A","Cellular senescence","hsa04218"
"5835","Q99706","KIR2DL4","Cellular senescence","hsa04218"
"5836","P24385","CCND1","Cellular senescence","hsa04218"
"5837","P24864","CCNE1","Cellular senescence","hsa04218"
"5838","P20248","CCNA2","Cellular senescence","hsa04218"
"5839","Q6MZP7","LIN54","Cellular senescence","hsa04218"
"5840","P19838","NFKB1","Cellular senescence","hsa04218"
"5841","P60709","ACTB","Focal adhesion","hsa04510"
"5842","O43707","ACTN4","Focal adhesion","hsa04510"
"5843","Q9Y490","TLN1","Focal adhesion","hsa04510"
"5844","P10415","BCL2","Focal adhesion","hsa04510"
"5845","Q92934","BAD","Focal adhesion","hsa04510"
"5846","P24385","CCND1","Focal adhesion","hsa04510"
"5847","Q13490","BIRC2","Focal adhesion","hsa04510"
"5848","Q07157","TJP1","Adherens junction","hsa04520"
"5849","Q8TEW0","PARD3","Adherens junction","hsa04520"
"5850","P42127","ASIP","Adherens junction","hsa04520"
"5851","O43623","SNAI2","Adherens junction","hsa04520"
"5852","O95863","SNAI1","Adherens junction","hsa04520"
"5853","Q9UBE8","NLK","Adherens junction","hsa04520"
"5854","Q96JB8","MPP4","Tight junction","hsa04530"
"5855","Q8NI35","PATJ","Tight junction","hsa04530"
"5856","O75970","MPDZ","Tight junction","hsa04530"
"5857","Q12959","DLG1","Tight junction","hsa04530"
"5858","C0HLS1","SCRIB","Tight junction","hsa04530"
"5859","Q14160","SCRIB","Tight junction","hsa04530"
"5860","Q5JTD0","TJAP1","Tight junction","hsa04530"
"5861","P50552","VASP","Tight junction","hsa04530"
"5862","Q8N3V7","SYNPO","Tight junction","hsa04530"
"5863","P61006","RAB8A","Tight junction","hsa04530"
"5864","P63000","RAC1","Tight junction","hsa04530"
"5865","O14950","MYL12B","Tight junction","hsa04530"
"5866","Q92796","DLG3","Tight junction","hsa04530"
"5867","P16989","YBX3","Tight junction","hsa04530"
"5868","P06126","CD1A","Tight junction","hsa04530"
"5869","P05556","ITGB1","Tight junction","hsa04530"
"5870","P68363","TUBA1B","Gap junction","hsa04540"
"5871","Q13509","TUBB3","Gap junction","hsa04540"
"5872","Q07157","TJP1","Gap junction","hsa04540"
"5873","Q9Y243","AKT3","Signaling pathways regulating pluripotency of stem cells","hsa04550"
"5874","Q16539","MAPK14","Signaling pathways regulating pluripotency of stem cells","hsa04550"
"5875","P01106","MYC","Signaling pathways regulating pluripotency of stem cells","hsa04550"
"5876","P41134","ID1","Signaling pathways regulating pluripotency of stem cells","hsa04550"
"5877","Q13485","SMAD4","Signaling pathways regulating pluripotency of stem cells","hsa04550"
"5878","O95718","ESRRB","Signaling pathways regulating pluripotency of stem cells","hsa04550"
"5879","O43707","ACTN4","Regulation of actin cytoskeleton","hsa04810"
"5880","O60610","DIAPH1","Regulation of actin cytoskeleton","hsa04810"
"5881","O14950","MYL12B","Regulation of actin cytoskeleton","hsa04810"
"5882","P42336","PIK3CA","Regulation of actin cytoskeleton","hsa04810"
"5883","Q8N8S7","ENAH","Regulation of actin cytoskeleton","hsa04810"
"5884","O15511","ARPC5","Regulation of actin cytoskeleton","hsa04810"
"5885","P26038","MSN","Regulation of actin cytoskeleton","hsa04810"
"5886","P23528","CFL1","Regulation of actin cytoskeleton","hsa04810"
"5887","P49023","PXN","Regulation of actin cytoskeleton","hsa04810"
"5888","P62328","TMSB4X","Regulation of actin cytoskeleton","hsa04810"
"5889","P06396","GSN","Regulation of actin cytoskeleton","hsa04810"
"5890","P00742","F10","Complement and coagulation cascades","hsa04610"
"5891","P03951","F11","Complement and coagulation cascades","hsa04610"
"5892","P00747","PLG","Complement and coagulation cascades","hsa04610"
"5893","P25116","F2R","Complement and coagulation cascades","hsa04610"
"5894","O00254","F2RL2","Complement and coagulation cascades","hsa04610"
"5895","Q96IY4","CPB2","Complement and coagulation cascades","hsa04610"
"5896","P00451","F8","Complement and coagulation cascades","hsa04610"
"5897","O00187","MASP2","Complement and coagulation cascades","hsa04610"
"5898","Q03405","PLAUR","Complement and coagulation cascades","hsa04610"
"5899","P01024","C3","Complement and coagulation cascades","hsa04610"
"5900","P00488","F13A1","Complement and coagulation cascades","hsa04610"
"5901","P46663","BDKRB1","Complement and coagulation cascades","hsa04610"
"5902","P30411","BDKRB2","Complement and coagulation cascades","hsa04610"
"5903","P02671","FGA","Complement and coagulation cascades","hsa04610"
"5904","O14950","MYL12B","Platelet activation","hsa04611"
"5905","Q9NQ66","PLCB1","Platelet activation","hsa04611"
"5906","Q5UE93","PIK3R6","Platelet activation","hsa04611"
"5907","Q08828","ADCY1","Platelet activation","hsa04611"
"5908","P16885","PLCG2","Platelet activation","hsa04611"
"5909","P29474","NOS3","Platelet activation","hsa04611"
"5910","P0C869","PLA2G4B","Platelet activation","hsa04611"
"5911","Q96D31","ORAI1","Platelet activation","hsa04611"
"5912","P02671","FGA","Platelet activation","hsa04611"
"5913","Q9NQ66","PLCB1","Neutrophil extracellular trap formation","hsa04613"
"5914","P42336","PIK3CA","Neutrophil extracellular trap formation","hsa04613"
"5915","P57764","GSDMD","Neutrophil extracellular trap formation","hsa04613"
"5916","Q14242","SELPLG","Neutrophil extracellular trap formation","hsa04613"
"5917","Q15109","AGER","Neutrophil extracellular trap formation","hsa04613"
"5918","O95352","ATG7","Neutrophil extracellular trap formation","hsa04613"
"5919","P28482","MAPK1","Neutrophil extracellular trap formation","hsa04613"
"5920","P12314","FCGR1A","Neutrophil extracellular trap formation","hsa04613"
"5921","Q16539","MAPK14","Neutrophil extracellular trap formation","hsa04613"
"5922","P01375","TNF","Toll-like receptor signaling pathway","hsa04620"
"5923","P01562","IFNA1","Toll-like receptor signaling pathway","hsa04620"
"5924","P25942","CD40","Toll-like receptor signaling pathway","hsa04620"
"5925","P33681","CD80","Toll-like receptor signaling pathway","hsa04620"
"5926","P42081","CD86","Toll-like receptor signaling pathway","hsa04620"
"5927","P02778","CXCL10","Toll-like receptor signaling pathway","hsa04620"
"5928","P10643","C7","Toll-like receptor signaling pathway","hsa04620"
"5929","O14625","CXCL11","Toll-like receptor signaling pathway","hsa04620"
"5930","Q14790","CASP8","Toll-like receptor signaling pathway","hsa04620"
"5931","Q13114","TRAF3","Toll-like receptor signaling pathway","hsa04620"
"5932","Q01518","CAP1","Toll-like receptor signaling pathway","hsa04620"
"5933","Q9NYJ8","TAB2","Toll-like receptor signaling pathway","hsa04620"
"5934","Q07325","CXCL9","Toll-like receptor signaling pathway","hsa04620"
"5935","P01584","IL1B","Toll-like receptor signaling pathway","hsa04620"
"5936","P05231","IL6","Toll-like receptor signaling pathway","hsa04620"
"5937","P14210","HGF","Toll-like receptor signaling pathway","hsa04620"
"5938","P29459","IL12A","Toll-like receptor signaling pathway","hsa04620"
"5939","P10145","CXCL8","Toll-like receptor signaling pathway","hsa04620"
"5940","P13501","CCL5","Toll-like receptor signaling pathway","hsa04620"
"5941","Q8NHW4","CCL4L1","Toll-like receptor signaling pathway","hsa04620"
"5942","Q9Y2G2","CARD8","NOD-like receptor signaling pathway","hsa04621"
"5943","O43586","PSTPIP1","NOD-like receptor signaling pathway","hsa04621"
"5944","O95166","GABARAP","NOD-like receptor signaling pathway","hsa04621"
"5945","P01584","IL1B","NOD-like receptor signaling pathway","hsa04621"
"5946","Q14116","IL18","NOD-like receptor signaling pathway","hsa04621"
"5947","P05231","IL6","NOD-like receptor signaling pathway","hsa04621"
"5948","P14210","HGF","NOD-like receptor signaling pathway","hsa04621"
"5949","P01375","TNF","NOD-like receptor signaling pathway","hsa04621"
"5950","P10145","CXCL8","NOD-like receptor signaling pathway","hsa04621"
"5951","P09341","CXCL1","NOD-like receptor signaling pathway","hsa04621"
"5952","P13500","CCL2","NOD-like receptor signaling pathway","hsa04621"
"5953","P13501","CCL5","NOD-like receptor signaling pathway","hsa04621"
"5954","P49913","CAMP","NOD-like receptor signaling pathway","hsa04621"
"5955","Q92844","TANK","NOD-like receptor signaling pathway","hsa04621"
"5956","Q9NQ66","PLCB1","NOD-like receptor signaling pathway","hsa04621"
"5957","Q8IWA4","MFN1","NOD-like receptor signaling pathway","hsa04621"
"5958","Q99757","TXN2","NOD-like receptor signaling pathway","hsa04621"
"5959","P13498","CYBA","NOD-like receptor signaling pathway","hsa04621"
"5960","P29597","TYK2","NOD-like receptor signaling pathway","hsa04621"
"5961","O00429","DNM1L","NOD-like receptor signaling pathway","hsa04621"
"5962","Q13158","FADD","NOD-like receptor signaling pathway","hsa04621"
"5963","P42224","STAT1","NOD-like receptor signaling pathway","hsa04621"
"5964","Q16512","PKN1","NOD-like receptor signaling pathway","hsa04621"
"5965","Q13153","PAK1","NOD-like receptor signaling pathway","hsa04621"
"5966","Q92844","TANK","RIG-I-like receptor signaling pathway","hsa04622"
"5967","Q16539","MAPK14","RIG-I-like receptor signaling pathway","hsa04622"
"5968","P45983","MAPK8","RIG-I-like receptor signaling pathway","hsa04622"
"5969","Q14164","IKBKE","RIG-I-like receptor signaling pathway","hsa04622"
"5970","Q9UHD2","TBK1","RIG-I-like receptor signaling pathway","hsa04622"
"5971","P01562","IFNA1","RIG-I-like receptor signaling pathway","hsa04622"
"5972","P01574","IFNB1","RIG-I-like receptor signaling pathway","hsa04622"
"5973","P05000","IFNW1","RIG-I-like receptor signaling pathway","hsa04622"
"5974","Q86WN2","IFNE","RIG-I-like receptor signaling pathway","hsa04622"
"5975","Q9P0W0","IFNK","RIG-I-like receptor signaling pathway","hsa04622"
"5976","P10145","CXCL8","RIG-I-like receptor signaling pathway","hsa04622"
"5977","P01375","TNF","RIG-I-like receptor signaling pathway","hsa04622"
"5978","P29459","IL12A","RIG-I-like receptor signaling pathway","hsa04622"
"5979","P02778","CXCL10","RIG-I-like receptor signaling pathway","hsa04622"
"5980","P10643","C7","RIG-I-like receptor signaling pathway","hsa04622"
"5981","Q9Y572","RIPK3","Cytosolic DNA-sensing pathway","hsa04623"
"5982","P05231","IL6","Cytosolic DNA-sensing pathway","hsa04623"
"5983","P14210","HGF","Cytosolic DNA-sensing pathway","hsa04623"
"5984","P01562","IFNA1","Cytosolic DNA-sensing pathway","hsa04623"
"5985","P01574","IFNB1","Cytosolic DNA-sensing pathway","hsa04623"
"5986","Q8NHW4","CCL4L1","Cytosolic DNA-sensing pathway","hsa04623"
"5987","P13501","CCL5","Cytosolic DNA-sensing pathway","hsa04623"
"5988","P02778","CXCL10","Cytosolic DNA-sensing pathway","hsa04623"
"5989","P10643","C7","Cytosolic DNA-sensing pathway","hsa04623"
"5990","P01584","IL1B","Cytosolic DNA-sensing pathway","hsa04623"
"5991","Q14116","IL18","Cytosolic DNA-sensing pathway","hsa04623"
"5992","O95760","IL33","Cytosolic DNA-sensing pathway","hsa04623"
"5993","P16885","PLCG2","C-type lectin receptor signaling pathway","hsa04625"
"5994","Q06124","PTPN11","C-type lectin receptor signaling pathway","hsa04625"
"5995","P10914","IRF1","C-type lectin receptor signaling pathway","hsa04625"
"5996","P52630","STAT2","C-type lectin receptor signaling pathway","hsa04625"
"5997","Q8IVT5","KSR1","C-type lectin receptor signaling pathway","hsa04625"
"5998","Q9H4B4","PLK3","C-type lectin receptor signaling pathway","hsa04625"
"5999","Q9UDY8","MALT1","C-type lectin receptor signaling pathway","hsa04625"
"6000","Q00653","NFKB2","C-type lectin receptor signaling pathway","hsa04625"
"6001","Q9ULZ3","PYCARD","C-type lectin receptor signaling pathway","hsa04625"
"6002","P60568","IL2","C-type lectin receptor signaling pathway","hsa04625"
"6003","P22301","IL10","C-type lectin receptor signaling pathway","hsa04625"
"6004","P11161","EGR2","C-type lectin receptor signaling pathway","hsa04625"
"6005","P15882","CHN1","C-type lectin receptor signaling pathway","hsa04625"
"6006","P35354","PTGS2","C-type lectin receptor signaling pathway","hsa04625"
"6007","P29459","IL12A","C-type lectin receptor signaling pathway","hsa04625"
"6008","Q8TAD2","IL17D","C-type lectin receptor signaling pathway","hsa04625"
"6009","P17252","PRKCA","Natural killer cell mediated cytotoxicity","hsa04650"
"6010","P43631","KIR2DS2","Natural killer cell mediated cytotoxicity","hsa04650"
"6011","O14763","TNFRSF10B","Natural killer cell mediated cytotoxicity","hsa04650"
"6012","P25445","FAS","Natural killer cell mediated cytotoxicity","hsa04650"
"6013","P42574","CASP3","Natural killer cell mediated cytotoxicity","hsa04650"
"6014","P55957","BID","Natural killer cell mediated cytotoxicity","hsa04650"
"6015","O14796","SH2D1B","Natural killer cell mediated cytotoxicity","hsa04650"
"6016","P01375","TNF","Natural killer cell mediated cytotoxicity","hsa04650"
"6017","P04141","CSF2","Natural killer cell mediated cytotoxicity","hsa04650"
"6018","O95944","NCR2","Natural killer cell mediated cytotoxicity","hsa04650"
"6019","O76036","NCR1","Natural killer cell mediated cytotoxicity","hsa04650"
"6020","P08637","FCGR3A","Natural killer cell mediated cytotoxicity","hsa04650"
"6021","O14931","NCR3","Natural killer cell mediated cytotoxicity","hsa04650"
"6022","P61289","PSME3","Antigen processing and presentation","hsa04612"
"6023","P16220","CREB1","Antigen processing and presentation","hsa04612"
"6024","P23511","NFYA","Antigen processing and presentation","hsa04612"
"6025","P43631","KIR2DS2","Antigen processing and presentation","hsa04612"
"6026","P43626","KIR2DL1","Antigen processing and presentation","hsa04612"
"6027","Q03518","TAP1","Antigen processing and presentation","hsa04612"
"6028","Q15116","PDCD1","T cell receptor signaling pathway","hsa04660"
"6029","P16410","CTLA4","T cell receptor signaling pathway","hsa04660"
"6030","Q13094","LCP2","T cell receptor signaling pathway","hsa04660"
"6031","P29965","CD40LG","T cell receptor signaling pathway","hsa04660"
"6032","Q9BXL7","CARD11","T cell receptor signaling pathway","hsa04660"
"6033","Q99558","MAP3K14","T cell receptor signaling pathway","hsa04660"
"6034","P60568","IL2","T cell receptor signaling pathway","hsa04660"
"6035","P05112","IL4","T cell receptor signaling pathway","hsa04660"
"6036","P05113","IL5","T cell receptor signaling pathway","hsa04660"
"6037","P22301","IL10","T cell receptor signaling pathway","hsa04660"
"6038","P01579","IFNG","T cell receptor signaling pathway","hsa04660"
"6039","P04141","CSF2","T cell receptor signaling pathway","hsa04660"
"6040","P01375","TNF","T cell receptor signaling pathway","hsa04660"
"6041","P11802","CDK4","T cell receptor signaling pathway","hsa04660"
"6042","Q9UM47","NOTCH3","Th1 and Th2 cell differentiation","hsa04658"
"6043","P23458","JAK1","Th1 and Th2 cell differentiation","hsa04658"
"6044","O60674","JAK2","Th1 and Th2 cell differentiation","hsa04658"
"6045","P29597","TYK2","Th1 and Th2 cell differentiation","hsa04658"
"6046","Q13761","RUNX3","Th1 and Th2 cell differentiation","hsa04658"
"6047","P20963","CD247","Th1 and Th2 cell differentiation","hsa04658"
"6048","P19174","PLCG1","Th1 and Th2 cell differentiation","hsa04658"
"6049","P25963","NFKBIA","Th1 and Th2 cell differentiation","hsa04658"
"6050","P05113","IL5","Th1 and Th2 cell differentiation","hsa04658"
"6051","P35225","IL13","Th1 and Th2 cell differentiation","hsa04658"
"6052","P46531","NOTCH1","Th1 and Th2 cell differentiation","hsa04658"
"6053","P19174","PLCG1","Th17 cell differentiation","hsa04659"
"6054","Q15306","IRF4","Th17 cell differentiation","hsa04659"
"6055","P35398","RORA","Th17 cell differentiation","hsa04659"
"6056","Q01973","ROR1","Th17 cell differentiation","hsa04659"
"6057","Q01974","ROR2","Th17 cell differentiation","hsa04659"
"6058","Q16665","HIF1A","Th17 cell differentiation","hsa04659"
"6059","Q16552","IL17A","Th17 cell differentiation","hsa04659"
"6060","Q96PD4","IL17F","Th17 cell differentiation","hsa04659"
"6061","Q9HBE4","IL21","Th17 cell differentiation","hsa04659"
"6062","Q9GZX6","IL22","Th17 cell differentiation","hsa04659"
"6063","P25963","NFKBIA","Th17 cell differentiation","hsa04659"
"6064","P01100","FOS","Th17 cell differentiation","hsa04659"
"6065","P05412","JUN","Th17 cell differentiation","hsa04659"
"6066","P42574","CASP3","IL-17 signaling pathway","hsa04657"
"6067","Q16552","IL17A","IL-17 signaling pathway","hsa04657"
"6068","Q96F46","IL17RA","IL-17 signaling pathway","hsa04657"
"6069","P05112","IL4","IL-17 signaling pathway","hsa04657"
"6070","P05113","IL5","IL-17 signaling pathway","hsa04657"
"6071","P35225","IL13","IL-17 signaling pathway","hsa04657"
"6072","Q92583","CCL17","IL-17 signaling pathway","hsa04657"
"6073","P51671","CCL11","IL-17 signaling pathway","hsa04657"
"6074","P09341","CXCL1","IL-17 signaling pathway","hsa04657"
"6075","P80162","CXCL6","IL-17 signaling pathway","hsa04657"
"6076","P10145","CXCL8","IL-17 signaling pathway","hsa04657"
"6077","P02778","CXCL10","IL-17 signaling pathway","hsa04657"
"6078","P10643","C7","IL-17 signaling pathway","hsa04657"
"6079","P13500","CCL2","IL-17 signaling pathway","hsa04657"
"6080","P80098","CCL7","IL-17 signaling pathway","hsa04657"
"6081","P78556","CCL20","IL-17 signaling pathway","hsa04657"
"6082","P05231","IL6","IL-17 signaling pathway","hsa04657"
"6083","P14210","HGF","IL-17 signaling pathway","hsa04657"
"6084","P01375","TNF","IL-17 signaling pathway","hsa04657"
"6085","P35354","PTGS2","IL-17 signaling pathway","hsa04657"
"6086","P09919","CSF3","IL-17 signaling pathway","hsa04657"
"6087","P04141","CSF2","IL-17 signaling pathway","hsa04657"
"6088","P98088","MUC5AC","IL-17 signaling pathway","hsa04657"
"6089","Q9HC84","MUC5B","IL-17 signaling pathway","hsa04657"
"6090","Q86SG5","S100A7A","IL-17 signaling pathway","hsa04657"
"6091","P05109","S100A8","IL-17 signaling pathway","hsa04657"
"6092","P14174","MIF","IL-17 signaling pathway","hsa04657"
"6093","P06702","S100A9","IL-17 signaling pathway","hsa04657"
"6094","P80188","LCN2","IL-17 signaling pathway","hsa04657"
"6095","P03956","MMP1","IL-17 signaling pathway","hsa04657"
"6096","O14967","CLGN","IL-17 signaling pathway","hsa04657"
"6097","P08254","MMP3","IL-17 signaling pathway","hsa04657"
"6098","P14780","MMP9","IL-17 signaling pathway","hsa04657"
"6099","P45452","MMP13","IL-17 signaling pathway","hsa04657"
"6100","P01584","IL1B","IL-17 signaling pathway","hsa04657"
"6101","P01579","IFNG","IL-17 signaling pathway","hsa04657"
"6102","P25963","NFKBIA","IL-17 signaling pathway","hsa04657"
"6103","P20273","CD22","B cell receptor signaling pathway","hsa04662"
"6104","P21854","CD72","B cell receptor signaling pathway","hsa04662"
"6105","P31994","FCGR2B","B cell receptor signaling pathway","hsa04662"
"6106","P31995","FCGR2C","B cell receptor signaling pathway","hsa04662"
"6107","P11912","CD79A","B cell receptor signaling pathway","hsa04662"
"6108","P40259","CD79B","B cell receptor signaling pathway","hsa04662"
"6109","P49841","GSK3B","B cell receptor signaling pathway","hsa04662"
"6110","P19838","NFKB1","B cell receptor signaling pathway","hsa04662"
"6111","O95644","NFATC1","B cell receptor signaling pathway","hsa04662"
"6112","P01100","FOS","B cell receptor signaling pathway","hsa04662"
"6113","Q9BXL7","CARD11","B cell receptor signaling pathway","hsa04662"
"6114","P63000","RAC1","B cell receptor signaling pathway","hsa04662"
"6115","P17252","PRKCA","Fc epsilon RI signaling pathway","hsa04664"
"6116","P17612","PRKACA","Fc epsilon RI signaling pathway","hsa04664"
"6117","Q01362","MS4A2","Fc epsilon RI signaling pathway","hsa04664"
"6118","P11836","MS4A1","Fc epsilon RI signaling pathway","hsa04664"
"6119","P30273","FCER1G","Fc epsilon RI signaling pathway","hsa04664"
"6120","Q9Y243","AKT3","Fc epsilon RI signaling pathway","hsa04664"
"6121","P45983","MAPK8","Fc epsilon RI signaling pathway","hsa04664"
"6122","Q16539","MAPK14","Fc epsilon RI signaling pathway","hsa04664"
"6123","P0C869","PLA2G4B","Fc epsilon RI signaling pathway","hsa04664"
"6124","P23443","RPS6KB1","Fc gamma R-mediated phagocytosis","hsa04666"
"6125","P19174","PLCG1","Fc gamma R-mediated phagocytosis","hsa04666"
"6126","P29966","MARCKS","Fc gamma R-mediated phagocytosis","hsa04666"
"6127","P0C869","PLA2G4B","Fc gamma R-mediated phagocytosis","hsa04666"
"6128","O60733","PLA2G6","Fc gamma R-mediated phagocytosis","hsa04666"
"6129","P14598","NCF1","Fc gamma R-mediated phagocytosis","hsa04666"
"6130","Q9NRA0","SPHK2","Fc gamma R-mediated phagocytosis","hsa04666"
"6131","O15511","ARPC5","Fc gamma R-mediated phagocytosis","hsa04666"
"6132","O60331","PIP5K1C","Fc gamma R-mediated phagocytosis","hsa04666"
"6133","P23528","CFL1","Fc gamma R-mediated phagocytosis","hsa04666"
"6134","Q92835","INPP5D","Fc gamma R-mediated phagocytosis","hsa04666"
"6135","O95398","RAPGEF3","Leukocyte transendothelial migration","hsa04670"
"6136","P35222","CTNNB1","Leukocyte transendothelial migration","hsa04670"
"6137","O60716","CTNND1","Leukocyte transendothelial migration","hsa04670"
"6138","Q08881","ITK","Leukocyte transendothelial migration","hsa04670"
"6139","Q14289","PTK2B","Leukocyte transendothelial migration","hsa04670"
"6140","Q05397","PTK2","Leukocyte transendothelial migration","hsa04670"
"6141","P49023","PXN","Leukocyte transendothelial migration","hsa04670"
"6142","P56945","BCAR1","Leukocyte transendothelial migration","hsa04670"
"6143","P63000","RAC1","Leukocyte transendothelial migration","hsa04670"
"6144","P55196","AFDN","Leukocyte transendothelial migration","hsa04670"
"6145","Q96FS4","SIPA1","Leukocyte transendothelial migration","hsa04670"
"6146","P10747","CD28","Intestinal immune network for IgA production","hsa04672"
"6147","O14836","TNFRSF13B","Intestinal immune network for IgA production","hsa04672"
"6148","Q02223","TNFRSF17","Intestinal immune network for IgA production","hsa04672"
"6149","Q96RJ3","TNFRSF13C","Intestinal immune network for IgA production","hsa04672"
"6150","P25942","CD40","Intestinal immune network for IgA production","hsa04672"
"6151","P61073","CXCR4","Intestinal immune network for IgA production","hsa04672"
"6152","P28838","LAP3","Intestinal immune network for IgA production","hsa04672"
"6153","P46092","CCR10","Intestinal immune network for IgA production","hsa04672"
"6154","P51686","CCR9","Intestinal immune network for IgA production","hsa04672"
"6155","P13612","ITGA4","Intestinal immune network for IgA production","hsa04672"
"6156","Q99558","MAP3K14","Intestinal immune network for IgA production","hsa04672"
"6157","Q13261","IL15RA","Intestinal immune network for IgA production","hsa04672"
"6158","P42224","STAT1","Chemokine signaling pathway","hsa04062"
"6159","P17612","PRKACA","Chemokine signaling pathway","hsa04062"
"6160","P28482","MAPK1","Chemokine signaling pathway","hsa04062"
"6161","P19838","NFKB1","Chemokine signaling pathway","hsa04062"
"6162","Q08881","ITK","Chemokine signaling pathway","hsa04062"
"6163","Q13153","PAK1","Chemokine signaling pathway","hsa04062"
"6164","P42768","WAS","Chemokine signaling pathway","hsa04062"
"6165","Q13464","ROCK1","Chemokine signaling pathway","hsa04062"
"6166","P49023","PXN","Chemokine signaling pathway","hsa04062"
"6167","P46108","CRK","Chemokine signaling pathway","hsa04062"
"6168","P14598","NCF1","Chemokine signaling pathway","hsa04062"
"6169","O43524","FOXO3","Chemokine signaling pathway","hsa04062"
"6170","Q08828","ADCY1","Insulin secretion","hsa04911"
"6171","Q13936","CACNA1C","Insulin secretion","hsa04911"
"6172","Q92736","RYR2","Insulin secretion","hsa04911"
"6173","Q14573","ITPR3","Insulin secretion","hsa04911"
"6174","Q9NQ66","PLCB1","Insulin secretion","hsa04911"
"6175","P01308","INS","Insulin secretion","hsa04911"
"6176","Q09428","ABCC8","Insulin secretion","hsa04911"
"6177","P22681","CBL","Insulin signaling pathway","hsa04910"
"6178","P17081","RHOQ","Insulin signaling pathway","hsa04910"
"6179","Q13370","PDE3B","Insulin signaling pathway","hsa04910"
"6180","Q92934","BAD","Insulin signaling pathway","hsa04910"
"6181","P49815","TSC2","Insulin signaling pathway","hsa04910"
"6182","P14672","SLC2A4","Insulin signaling pathway","hsa04910"
"6183","P13807","GYS1","Insulin signaling pathway","hsa04910"
"6184","P11216","PYGB","Insulin signaling pathway","hsa04910"
"6185","Q05469","LIPE","Insulin signaling pathway","hsa04910"
"6186","P06730","EIF4E","Insulin signaling pathway","hsa04910"
"6187","P62753","RPS6","Insulin signaling pathway","hsa04910"
"6188","P19419","ELK1","Insulin signaling pathway","hsa04910"
"6189","Q9UBK2","PPARGC1A","Insulin signaling pathway","hsa04910"
"6190","Q13085","ACACA","Insulin signaling pathway","hsa04910"
"6191","P49327","FASN","Insulin signaling pathway","hsa04910"
"6192","P25445","FAS","Insulin signaling pathway","hsa04910"
"6193","P30613","PKLR","Insulin signaling pathway","hsa04910"
"6194","P35557","GCK","Insulin signaling pathway","hsa04910"
"6195","P32189","GK","Insulin signaling pathway","hsa04910"
"6196","P35575","G6PC1","Insulin signaling pathway","hsa04910"
"6197","P09467","FBP1","Insulin signaling pathway","hsa04910"
"6198","P35558","PCK1","Insulin signaling pathway","hsa04910"
"6199","Q13370","PDE3B","Glucagon signaling pathway","hsa04922"
"6200","Q08462","ADCY2","Glucagon signaling pathway","hsa04922"
"6201","Q14643","ITPR1","Glucagon signaling pathway","hsa04922"
"6202","P16118","PFKFB1","Glucagon signaling pathway","hsa04922"
"6203","Q13085","ACACA","Glucagon signaling pathway","hsa04922"
"6204","P13807","GYS1","Glucagon signaling pathway","hsa04922"
"6205","P14618","PKM","Glucagon signaling pathway","hsa04922"
"6206","Q9NQ66","PLCB1","Glucagon signaling pathway","hsa04922"
"6207","Q08828","ADCY1","Regulation of lipolysis in adipocytes","hsa04923"
"6208","O60240","PLIN1","Regulation of lipolysis in adipocytes","hsa04923"
"6209","Q05469","LIPE","Regulation of lipolysis in adipocytes","hsa04923"
"6210","Q8WTS1","ABHD5","Regulation of lipolysis in adipocytes","hsa04923"
"6211","Q13370","PDE3B","Regulation of lipolysis in adipocytes","hsa04923"
"6212","P53816","PLAAT3","Regulation of lipolysis in adipocytes","hsa04923"
"6213","P16066","NPR1","Regulation of lipolysis in adipocytes","hsa04923"
"6214","P25963","NFKBIA","Adipocytokine signaling pathway","hsa04920"
